IATA,ICAO,Airline,Call sign,Country/Region,Comments
,SFA,SEFA,SEFA,France,"defunct - absorbed into École Nationale de l'Aviation Civile, with new ICAO code NAK"
,SFE,Sefofane Air Charters,SEFOFANE,Botswana,"Rebranded ""Wilderness Air"""
,SEO,Selcon Airlines,SELCON AIR,Nigeria,
,SRS,Selkirk Remote Sensing,PHOTO CHARLIE,Canada,
,STJ,Sella Aviation,STELLAVIA,Netherlands,
,SMK,Semeyavia,ERTIS,Kazakhstan,
,STE,Semitool Europe,SEMITRANS,United Kingdom,
,SME,Semos,SEMICH,Kazakhstan,
,SNH,Senair Services,SENSERVICE,Senegal,
,SNA,Senator Aviation Charter,SENATOR,Germany,
,XMX,SENEAM,SENEAM,Mexico,
,BZQ,Seneca College,STING,Canada,Allocated 2014[55]
,SEL,Sentel Corporation,SENTEL,United States,
,SEV,Serair Transworld Press,CARGOPRESS,Spain,
,SWZ,"Servair, Private Charter",SWISSBIRD,Switzerland,Code re-allocated
8D,,Servant Air,,United States,
,SHP,Service Aerien Francais,SAF,France,
,SPX,Service People Gesellschaft für Charter und Service,,Germany,
,RER,Servicio Aéreo Regional Regair,REGAIR,Ecuador,
,SES,Servicio Aéreo Saltillo,SERVISAL,Mexico,
,SDH,Servicio De Helicopteros,ARCOS,Spain,
,MSP,Servicio De Vigilancia Aérea Del Ministerio De Seguridad Pública,SEGURIDAD,Costa Rica,
,SDX,Servicio Tecnico Aero De Mexico,SERVICIO TECNICO,Mexico,
,SGI,Servicios Aéreos Agrícolas,SERAGRI,Chile,
,VDO,Servicios Aéreos Avandaro,AVANDARO,Mexico,
,CEE,Servicios Aéreos Centrales,CENTRA AEREOS,Mexico,
,KOP,Servicios Aéreos Copters,COPTERS,Chile,
,TRN,Servicios Aéreos Corporativos,AEROTRON,Mauritania,
,AHI,Servicios Aéreos de Chihuahua Aerochisa,AEROCHISA,Mexico,
FP,AND,Servicios Aéreos de los Andes,SERVI ANDES,Peru,2014[52]
,AGE,Servicios Aéreos de Los Ángeles,AEROANGEL,Mexico,
,SNE,Servicios Aéreos De Nicaragua (SANSA),SANSA,Nicaragua,
,SCV,Servicios Aéreos Del Centro,SACSA,Mexico,
,NAZ,Servicios Aéreos del Nazas S.A. de C.V.,NAZAS,Mexico,
,NTB,Servicios Aéreos Del Norte,SERVINORTE,Mexico,
,AOS,"Servicios Aéreos Del Sol, S.A. de C.V.",AEROSOL,Mexico,
,SDV,Servicios Aéreos Del Vaupes,SELVA,Colombia,
,DNI,Servicios Aéreos Denim,AERO DENIM,Mexico,
,LGU,Servicios Aéreos Ejecutivos De La Laguna,LAGUNA,Mexico,
,SRO,Servicios Aéreos Ejecutivos Saereo,SAEREO,Ecuador,
,DKY,Servicios Aéreos Elite,DAKOY,Spain,
,SJA,Servicios Aéreos Especiales De Jalisco,SERVICIOJAL,Mexico,
,DES,Servicios Aereos Especializados Destina,DESTINA,Mexico,
,SXM,Servicios Aéreos Especializados Mexicanos,SERVIMEX,Mexico,
,LLS,Servicios Aéreos Estrella,SERVIESTRELLA,Mexico,
,KSP,Servicios Aéreos Expecializados En Transportes Petroleros,SAEP,Colombia,
,FUF,Servicios Aereos Fun Fly,SERVIFUN,Mexico,
,GDE,Servicios Aéreos Gadel,GADEL,Mexico,
,GNA,Servicios Aéreos Gana,SERVIGANA,Mexico,
,ILS,Servicios Aéreos Ilsa,SERVICIOS ILSA,Mexico,
,SMD,Servicios Aéreos La Marquesa,SERVICIOS MARQUESA,Mexico,
,NON,Servicios Aéreos Latinoamericanos,SERVICIOS LATINO,Mexico,
,SEB,Servicios Aéreos Luce,SERVILUCE,Mexico,
,MLO,Servicios Aéreos Milenio,MILENIO,Mexico,
,NRZ,Servicios Aéreos Monarrez,MONARREZ,Mexico,
,MRI,Servicios Aéreos Moritani,MORITANI,Mexico,
,MTG,Servicios Aéreos MTT,,Mexico,
,SAN,Servicios Aéreos Nacionales (SAN),AEREOS,Ecuador,defunct
,OSS,Servicios Aéreos Noticiosos,NOTICIOSOS,Mexico,
,OMN,Servicios Aereos Ominia,SERVIOMNIA,Mexico,2014[52]
,SPQ,Servicios Aéreos Palenque,SERVICOS PALENQUE,Mexico,
,POB,Servicios Aéreos Poblanos,POBLANOS,Mexico,
,PMR,Servicios Aéreos Premier,SERVICIOS PREMIER,Mexico,
,PSV,Servicios Aéreos Profesionales,PROSERVICIOS,Dominican Republic,
,RGC,Servicios Aéreos Regiomontanos,REGIOMONTANO,Mexico,
,SVS,Servicios Aéreos Saar,AEREOS SAAR,Mexico,
,SCI,Servicios Aéreos San Cristóbal,SAN CRISTOBAL,Mexico,
,SLS,Servicios Aéreos Slainte,SERVICIOS SLAINTE,Mexico,
,SSE,Servicios Aéreos Sunset,SUNSET,Mexico,
,TZU,Servicios Aéreos Tamazula,TAMAZULA,Mexico,
,XTA,Servicios Aéreos Textra,TEXTRA,Mexico,
,TBS,Servicios Aéreos Tribasa,TRIBASA,Mexico,
,UNT,Servicios Aéreos Universitarios,UNIVERSITARIO,Mexico,
,SRL,Servicios Aeronáuticos Aero Personal,SERVICIOS PERSONAL,Mexico,
,SVO,Servicios Aeronáuticos De Oriente,SERVIORIENTE,Mexico,
,SIL,Servicios Aeronáuticos Integrales,SERVICIOS INTEGRALES,Mexico,
,SZT,Servicios Aeronáuticos Z,AERO ZEE,Mexico,
,SPL,Servicios Corporativos Aéreos De La Laguna,CORPORATIVOS LAGUNA,Mexico,
,STD,Servicios De Aerotransportacion De Aguascalientes,AERO AGUASCALINETES,Mexico,
,SEN,Servicios de Aviacion Sierra,SERVISIERRA,Mexico,2014[52]
,RMP,Servicios De Rampa Y Mostrador,SERAMSA,Mexico,
,SXT,Servicios De Taxi Aéreo,SERTA,Mexico,
,SXT,Servicios de Taxi Aereos,SERTAXI,Mexico,
,SVI,Servicios De Transporte Aéreo,SETRA,Mexico,
FS,STU,Servicios de Transportes Aéreos Fueguinos,FUEGUINO,Argentina,ICAO and call sign not current
,SJC,Servicios Ejecutivos Continental,SERVIEJECUTIVO,Mexico,
,HJE,Servicios Ejecutivos Gosa,GOSA,Mexico,
,SJL,Servicios Especiales Del Pacifico Jalisco,SERVICIOS JALISCO,Mexico,
,NTG,Servicios Integrales De Aviación,INTEGRALES,Mexico,
,SPV,Servicios Privados De Aviación,SERVICIOS PRIVADOS,Mexico,
,MSG,Servico Aéreo Regional,SAR-REGIONAL,Mozambique,
,LLA,Servico Leo Lopex,LEO LOPOZ,Mexico,
,SQL,Servicos De Alquiler,ALQUILER,Mexico,
,SGH,Servisair,SERVISAIR,United Kingdom,
,SNM,Servizi Aerei,SERVIZI AEREI,Italy,
,SLX,Sete Linhas Aéreas,SETE,Brazil,
,NAD,Seulawah Nad Air,SEULAWAH,Indonesia,
,SVL,Sevastopol-Avia,SEVAVIA,Ukraine,
,SBF,Seven Bar Flying Service,SEVENAIR,Tunisia,
,SVT,Seven Four Eight Air Services,SIERRA SERVICES,Luxembourg,
UG,SEN,SevenAir,S-BAR,United States,
D2,SSF,Severstal Air Company,SEVERSTAL,Russia,
,SCH,Seychelles Airlines,OCEAN BIRD,Seychelles,
O3,CSS,SF Airlines,SHUN FENG,China,
,SIC,SFS Aviation,SICHART,Thailand,
,STF,SFT-Sudanese Flight,,Sudan,
,SGC,SGC Aviation,SAINT GEORGE,Austria,2014[52]
,SHB,Shabair,SHABAIR,Democratic Republic of the Congo,
NL,SAI,Shaheen Air,SHAHEEN AIR,Pakistan,
,SEE,Shaheen Air Cargo,SHAHEEN CARGO,Pakistan,
,SHN,Shaheen Airport Services,SUGAR ALFA,Pakistan,
,FFH,Shalom Air Services,PEACE AIR,Nigeria,
,SAW,Sham Wing Airlines,SHAMWING,Syrian Arab Republic,
SC,CDG,Shandong Airlines,SHANDONG,China,
,RBW,Shandong Airlines Rainbow Jet,CAI HONG,China,
FM,CSH,Shanghai Airlines,SHANGHAI AIR,China,Part of China Eastern Airlines
,SHQ,Shanghai Airlines Cargo,SHANGHAI CARGO,China,
,SNF,Shans Air,SHANS AIR,Russia,
,UGP,Shar Ink,SHARINK,Russia,
,SHJ,Sharjah Ruler's Flight,SHARJAH,United Arab Emirates,
SH,SHA,Sharp Airlines,SHARP,Australia,Uses unregistered ICAO & IATA.
,SHV,Shavano Air,SHAVANO,United States,
,SYS,Shawbury Flying Training Unit,SHAWBURY,United Kingdom,
,SHW,Shawnee Airline,SHAWNEE,United States,Air South
,SYE,Sheba Aviation,,Yemen,
,SHE,Shell Aircraft,SHELL,United Kingdom,
,SHM,Sheltam Aviation,SHELTAM,South Africa,
ZH,CSZ,Shenzhen Airlines,SHENZHEN AIR,China,
,SHO,Sheremetyevo-Cargo,,Russia,
,SHR,Shooter Air Courier,SHOOTER,Canada,
,SHG,Shoprite Group,SHOP AIR,United Kingdom,
,SHK,Shorouk Air,,Egypt,
S8,SWW,Shovkoviy Shlyah,WAY AERO,Ukraine,
N9,SHA,Shree Airlines,SHREEAIR,Nepal,
,CSY,Shuangyang General Aviation,SHUANGYANG,China,
,SHS,Shura Air Transport Services,SHURA AIR,Ethiopia,
,SFC,Shuswap Flight Centre,SHUSWAP,Canada,
S5,TCF,Shuttle America,MERCURY,United States,
,RBR,Siam Airnet,SIAM AIRNET,Thailand,
,SGN,Siam GA,SIAM,Thailand,
,SCJ,Siamjet Aviation,SIAMJET,Thailand,2014[52]
,SVB,Siavia,SIAVIA,Slovenia,
5M,SIB,Sibaviatrans,SIBAVIA,Russia,
,SBD,SIBIA Aircompany Ltd,SIBIA,Russia,
3U,CSC,Sichuan Airlines,SI CHUAN,China,
FT,SRH,Siem Reap Airways,SIEMREAP AIR,Cambodia,
,SIE,Sierra Express,SEREX,United States,
,SRX,Sierra Expressway Airlines,SIERRA EX,United States,
LJ,SLA,Sierra National Airlines,SELAIR,Sierra Leone,
1I,,Sierra Nevada Airlines,,United States,
,SPA,Sierra Pacific Airlines,SIERRA PACIFIC,United States,
,SUA,Silesia Air,AIR SILESIA,Czech Republic,
ZP,AZQ,Silk Way Airlines,SILK LINE,Azerbaijan,
7L,AZG,Silk Way West Airlines,SILK WEST,Azerbaijan,
MI,SLK,SilkAir,SILKAIR,Singapore,
,IJS,Silvair,,United States,
,SVJ,Silver Air,,Djibouti,
,SLD,Silver Air,SILVERLINE,Czech Republic,
3M,SIL,Silver Airways,SILVER WINGS,United States,
,SCR,Silver Cloud Air,SILVER CLOUD,Germany,
,VRB,Silverback Cargo Freighters,SILVERBACK,Rwanda,
,SLH,Silverhawk Aviation,SILVERHAWK,United States,
,FJE,Silverjet,ENVOY,United Kingdom,
,NCS,Simpson Air Ltd,COMMUTER-CANADA,Canada,
,INK,Sincom-Avia,SINCOM AVIA,Ukraine,
,SAF,Singapore Air Force,SINGA,Singapore,
SQ,SIA,Singapore Airlines,SINGAPORE,Singapore,
SQ,SQC,Singapore Airlines Cargo,SINGCARGO,Singapore,
,SJM,Sino Jet Management,SINO SKY,China,
,DKT,Sioux Falls Aviation,DAKOTA,United States,
,SRN,Sirair,SIRAIR,Russia,
1H,,Siren-Travel,,Russia,
1Q,,Sirena,,Russia,
1H,n/a,Sirena travel,n/a,Russia,Local distribution system (CRS) and PSS
R1,,Sirin,,,
1M,n/a,Sirin,n/a,Russia,Local distribution system (CRS) and PSS
,SIO,Sirio,SIRIO,Italy,
,SIW,Sirio Executive,SIRIO EXECUTIVE,Italy,
,CIG,Sirius-Aero,SIRIUS AERO,Russia,
,VRS,Sirvair,VAIRSA,Mexico,
,SUT,Sistemas Aeronauuticos 2000,SISTEMAS AERONAUTICOS,Mexico,
XS,SIT,SITA,,Belgium,
,SIX,Sixt Rent A Car,DRIVE ORANGE,United States,2014[52]
N5,SGY,Skagway Air Service,SKAGWAY AIR,United States,
,MHQ,Skargardshavets Helikoptertjanst,HELICARE,Finland,
,USK,Skif-Air,SKIF-AIR,Ukraine,
,SPN,Skorpion Air,AIR SKORPIO,Bulgaria,
KI,SJB,SKS Airways,SOUTHER TIGER,Malaysia,Operates scheduled flights to outlying islands from Subang Airport to Redang and Tioman.
,KYR,Sky Aeronautical Services,SKY AERONAUTICAL,Mexico,
,SGM,Sky Aircraft Service,SIGMA,Netherlands,
H2,SKU,Sky Airline,AEROSKY,Chile,
ZY,SHY,Sky Airlines,ANTALYA BIRD,Turkey,
,SSY,Sky Aviation,SIERRA SKY,Sierra Leone,
,BIS,Sky Bishek,JUMA AIR,Kyrgyzstan,
,FLH,Sky Bus,MILE HIGH,United States,
,SCK,Sky Cam,SKYCAM,France,
,HSK,Sky Europe Airlines,MATRA,Slovakia,
,SXC,Sky Exec Aviation Services,SKY EXEC,Nigeria,
,SEH,Sky Express,AIR CRETE,Greece,
I6,SEQ,Sky Eyes,SKY EYES,Thailand,
,SGD,Sky Gate International Aviation,AIR BISHKEK,Kyrgyzstan,
,SYH,Sky Handling,,Ukraine,
,SKD,Sky Harbor Air Service,SKY DAWG,United States,
,SHC,Sky Harbor Air Service,SKY HARBOR CHEYENNE,United States,
,HSY,Sky Helicopteros,HELISKY,Spain,
,SWY,Sky Jet,SWISSLINK,Switzerland,
,SGB,"Sky King, Inc.",SONGBIRD,United States,
GG,KYE,Sky Lease Cargo,SKY CUBE,United States,
,SLY,Sky Line for Air Services,SKYCO,Sudan,
,SKS,Sky Link Aviation,,Pakistan,
,KYD,Sky Messaging,SKYAD,South Africa,
,SYF,Sky One Express Airlines,SKY FIRST,United States,
,LMO,Sky One Holdings as Privaira,SKY HOLDINGS,United States,"Callsign and company name changed from Sky Limo Corporation ""SKY LIMO"" in 2015.[57]"
,KPM,Sky Prim Air,SKY PRIMAIR,Molodva,
KV,SKV,Sky Regional Airlines,MAPLE,Canada,
,SKS,Sky Service,SKY SERVICE,Belgium,Callsign re-allocated
,SKE,Sky Tours,SKYISLE,United States,
1I,PZR,Sky Trek International Airlines,PHAZER,United States,
,SAB,Sky Way Air,SKY WORKER,Kyrgyzstan,
,GSW,Sky Wings Airlines,,Greece,
SX,SRK,Sky Work Airlines,SKYFOX,Switzerland,
Q7,SBM,SkyBahamas,SKY BAHAMAS,Bahamas,
SX,SKB,Skybus Airlines,SKYBUS,United States,defunct
,BSJ,Skybus Jet,SKYBUS JET,Bahamas,
,SKL,Skycharter (Malton),SKYCHARTER,Canada,
,SKF,Skycraft,SKYCRAFT,United States,
,SKG,Skycraft Air Transport,SKYCRAFT-CANADA,Canada,
,SDL,Skydrift,SKYDRIFT,United Kingdom,
NE,ESK,SkyEurope,RELAX,Slovakia,defunct
,KFE,SkyFirst LTD,SKYFIRST,Malta,2012
,SFT,Skyfreight,SKYFREIGHT,United States,
,SGT,Skygate,SKYGATE,Netherlands,
GW,SGR,SkyGreece Airlines,SKYGREECE,Greece,defunct
,HAU,Skyhaul,SKYHAUL,Japan,
,SEK,Skyjet,SKALA,Kazakhstan,
RU,SKI,SkyKing Turks and Caicos Airways,SKYKING,Turks and Caicos Islands,IATA was QW
,SMT,Skyline,SKYLIMIT,Nigeria,
,SKN,Skyline Aviation Services,SKYLINER,United States,
,SKK,Skylink Aviation,SKYLINK,Canada,
BC,SKY,Skymark Airlines,SKYMARK,Japan,
,SDD,Skymaster Air Taxi,SKY DANCE,United States,
,SKC,Skymaster Airlines,SKYMASTER AIR,Brazil,
SI,SIH,Skynet Airlines,BLUEJET,Ireland,2001–2004
,XXS,Skyplan Services,,Canada,
,EAN,Skypower Express Airways,NIGERIA EXPRESS,Nigeria,Express Airways Nigeria
,HRI,Skyraidybos Mokymo Centras,HELIRIM,Lithuania,
,WLK,Skyrover CC,SKYWATCH,South Africa,
,SKR,Skyscapes Air Charters,SKYSCAPES,South Africa,
5G,SSV,Skyservice Airlines,SKYTOUR,Canada,defunct
XT,SKT,SkyStar Airways,SKY YOU,Thailand,
,SSK,Skystar International,SKYSTAR,United States,
TE,IGA,Skytaxi,IGUANA,Poland,
PQ,SQP,SkyUp,SKYUP,Ukraine,
RK,RCT,Skyview Airways,GREENSKY,THAILAND,2014[51]
AL,SYX,Skywalk Airlines,SKYWAY-EX,United States,(Astral Aviation)
,SGK,Skyward Aviation,SKYWARD,Canada,
,SKZ,Skyway Enterprises,SKYWAY-INC,United States,
,SYA,Skyways,LINEAS CARDINAL,Argentina,
JZ,SKX,Skyways Express,SKY EXPRESS,Sweden,Ceased operations 2012; Operations continue as Avia Express
OO,SKW,SkyWest Airlines,SKYWEST,United States,
S8,SWZ,Skywise Airline,SKYWISE,South Africa,
,SPC,Skyworld Airlines,PORT,United States,
,SYJ,Slate Falls Airways,,Canada,
,SHX,Slim Aviation Services,SLIM AIR,Nigeria,
,SLN,Sloane Aviation,SLOANE,United Kingdom,
,SLB,Slok Air,SLOK AIR,Nigeria,
S0,OKS,Slok Air Gambia,SLOK GAMBIA,Gambia,
,SQF,Slovak Air Force,SLOVAK AIRFORCE,Slovakia,
6Q,SLL,Slovak Airlines,SLOV LINE,Slovakia,
,SSG,Slovak Government Flying Service,SLOVAK GOVERNMENT,Slovakia,
,SQA,Slovak National Aeroclub,SLOVAK AEROCLUB,Slovakia,
,SIV,Slovenian Armed Forces,SLOVENIAN,Slovenia,
,LSV,Slovenian Ministry of Defence,,Slovenia,
,SMA,SMA Airlines,SESAME,Nigeria,
,SMF,Smalandsflyg,GORDON,Sweden,
P2,LLI,Small Planet Airlines,AURIGA,Italy,defunct
5P,LLX,Small Planet Airlines,GERMANJET,Germany,defunct
P7,LLP,Small Planet Airlines,SKYPOL,Poland,defunct
S5,LLC,Small Planet Airlines,SMALL PLANET,Lithuania,defunct
,USN,Smarkand Aero Servise,SAMAS,Uzbekistan,
6Y,ART,Smartlynx Airlines,SMART LYNX,Latvia,
,MYX,Smartlynx Airlines Estonia,TALLINN CAT,Estonia,
QS,TVS,Smartwings,SKYTRAVEL,Czech Republic,formerly named Travel Service
7O,TVL,Smartwings Hungary,TRAVEL SERVICE,Hungary,formerly named Travel Service Hungary
3Z,TVP,Smartwings Poland,JETTRAVEL,Poland,formerly named Travel Service Poland
6D,TVQ,Smartwings Slovakia,SLOVAKTRAVEL,Slovakia,formerly named Travel Service Slovakia
,SML,Smith Air (1976),SMITH AIR,Canada,
,SMH,Smithair,SMITHAIR,United States,
,SBQ,SmithKline Beecham Clinical Labs,SKIBBLE,United States,
,RSE,SNAS Aviation,RED SEA,Saudi Arabia,
2C,,SNCF,,France,
,SBW,Snowbird Airlines,SNOWMAN,Finland,
,SNU,Snunit Aviation,,Israel,
,SBL,Sobel Airlines of Ghana,SOBGHANA,Ghana,
,SNS,Societe Centrafricaine De Transport Aerien,,Central African Republic,
,NSC,Societe De Transport Aerien De Mauritanie,TRANS-SOCIETE,Mauritania,
,TTM,Societe Tout Transport Mauritanien,TOUT-AIR,Mauritania,
,SCF,Socofer,SOCOFER,Angola,
,OKT,Soko Aviation,SOKO AIR,Spain,
,PIV,Sokol,AEROSOKOL,Russia,
PI,SGU,Sol del Paraguay,SOLPARAGUAYO,Paraguay,
,SBA,SOL Linhas Aéreas,SOL,Brazil,
,OLC,Solar Cargo,SOLARCARGO,Venezuela,
6J,SNJ,Solaseed Air,NEWSKY,Japan,
,SFU,Solent Flight,SAINTS,United Kingdom,
,SOG,Solenta Aviation Ghana,,Ghana,2014[52]
,SOX,Solid Air,SOLIDAIR,Netherlands,
,SOP,Solinair,SOLINAIR,Slovenia,
,OLO,Soloflight,SOLO,United Kingdom,
IE,SOL,Solomon Airlines,SOLOMON,Solomon Islands,
,SOM,Somali Airlines,SOMALAIR,Somali Republic,
,SMR,Somon Air,SOMON AIR,Tajikistan,
,SOR,Sonair Servico Aéreo,SONAIR,Angola,
,SYI,Sonalysts,,United States,
,ONG,Sonnig SA,SONNIG,Switzerland,
,STI,Sontair,SONTAIR,Canada,
,SNL,Soonair Lines,SOONAIR,United States,
,SAG,SOS Flygambulans,MEDICAL AIR,Sweden,
,MCG,SOS Helikoptern Gotland,MEDICOPTER,Sweden,
SO,OSL,Sosoliso Airlines,SOSOLISO,Nigeria,
,LMG,South African Air Force,SOUTH AFRICAN,South Africa,
SA,SAA,South African Airways,SPRINGBOK,South Africa,
,EXY,South African Express,EXPRESSWAYS,South Africa,
,SYY,South African Historic Flight,SKY COACH,South Africa,
,SCS,South African Non Scheduled Airways,SOUTHERN CHARTERS,South Africa,
,OTL,South Airlines,SOUTHLINE,Ukraine,
,SCN,South American Airlines,SOUTH AMERICAN,Peru,
,BDS,South Asian Airlines,SOUTH ASIAN,Bangladesh,
,PLT,South Carolina Aeronautics Commission,PALMETTO,United States,
,SCA,South Central Air,SOUTH CENTRAL,United States,
,GAD,South Coast Aviation,SOUTHCOAST,United Kingdom,
,SRQ,South East Asian Airlines,SEAIR,Philippines,Rebranded to Tiger Airways Philippines
,SPI,South Pacific Island Airways,SOUTH PACIFIC,United States,
,SWC,South West Air,SAINT CLAIR,Canada,
,STW,South West Air Corporation,SIERRA WHISKEY,Philippines,
,STH,South-Airlines,,Armenia,
,SEA,Southeast Air,SOUTHEAST AIR,United States,
,SNK,Southeast Airlines (Sun Jet International),SUN KING,United States,
,SPU,Southeast Airmotive,SPUTTER,United States,
,SOT,Southeast Correct Craft,SOUTH COURIER,United States,
,SXE,Southeast Express Airlines,DOGWOOD EXPRESS,United States,
,PTM,Southeastern Airways,POSTMAN,United States,
,SOO,Southern Air,SOUTHERN AIR,United States,
,SOU,Southern Airways,SOUTHERN EXPRESS,United States,
,SOI,Southern Aviation,SOAVAIR,Zambia,
,SOC,Southern Cargo Air Lines,,Russia,
,SXA,Southern Cross Aviation,FERRY,United States,
1K,,Southern Cross Distribution,,Australia,
,SFS,Southern Frontier Air Transport,SOUTHERN FRONTIER,Canada,
,CBN,"Southern Illinois University as ""Aviation Flight""",CARBONDALE,United States,Allocated in 2014[53]
,ALC,"Southern Jersey Airways, Inc.",ACOM,United States,
,SOH,Southern Ohio Aviation Sales,SOUTHERN OHIO,United States,
,SGC,Southern Right Air Charter,SOUTHERNRIGHT,South Africa,
,SSC,Southern Seaplane,SOUTHERN SKIES,United States,
A4,SWD,Southern Winds Airlines,SOUTHERN WINDS,Argentina,
,SFL,Southflight Aviation,SOUTHFLIGHT,New Zealand,
,XPG,Southport Air Service,,United States,
WN,SWA,Southwest Airlines,SOUTHWEST,United States,
,SOW,Sowind Air,SOWIND,Canada,Defunct - code reallocated
,SPF,Space World Airline,SPACE WORLD,Nigeria,
JK,JKK,Spanair,SPANAIR,Spain,defunct
,AME,Spanish Air Force,AIRMIL,Spain,
,BVV,Sparc Avia,SPARC,Russia,
,THB,Spark Air,THAI SABAI,Thailand,
,SPS,SPASA,SALDUERO,Spain,
,BHV,Specavia Air Company,AVIASPEC,Russia,
,SYV,Special Aviation Systems,SPECIAL SYSTEM,United States,
,USW,Special Aviation Works,AKSAR,Uzbekistan,
,SSO,Special Scope Limited,DOPE,United Kingdom,
,SSZ,Specsavers Aviation,SPECSAVERS,United Kingdom,
,CDS,Spectrem Air,SPECDAS,South Africa,
,XSA,Spectrum Air Service,,United States,
,LSP,Spectrum Aviation Incorporated,AIR TONY,United Kingdom,
,SPT,Speed Aviation,SPEED AVIATION,Bangladesh,
,SPW,Speedwings,SPEEDWING,Switzerland,
SG,SEJ,Spicejet,SPICEJET,India,
,KBN,Spiracha Aviation,KABIN,Thailand,2014[52]
NK,NKS,Spirit Airlines,SPIRIT WINGS,United States,
,SJJ,Spirit Aviation,SPIRIT JET,United States,
,SDN,Spirit of Africa Airlines,BLUE NILE,Sudan,
,WCC,Sport Air Travel,WEST COAST,United States,
,SPE,Sprague Electric Company,SPRAGUE,United States,
9C,CQH,Spring Airlines,AIR SPRING,China,
IJ,SJO,Spring Airlines Japan,JEY SPRING,Japan,
,SAQ,Springbank Aviation,SPRINGBANK,Canada,
,SPB,Springbok Classic Air,SPRING CLASSIC,South Africa,
,SPG,Springdale Air Service,SPRING AIR,United States,
,IBG,Springfield Air,ICE BRIDGE,United States,Allocated 2014[54]
,,Spurling Aviation,AIR SEATTLE,United States,Code was ASL
,PUR,Spurwing Airlines,SPURWING,South Africa,
,QSR,SR Jet,SPARKLE ROLL,China,2014[52]
UL,ALK,SriLankan Airlines,SRILANKAN,Sri Lanka,
,SJY,Sriwijaya Air,SRIWIJAYA,Indonesia,
PV,SBU,St Barth Commuter,BLACK FIN,France,
,SDA,St. Andrews Airways,SAINT ANDREWS,Canada,
,SVD,St. Vincent Grenadines Air (1990),GRENADINES,Saint Vincent and the Grenadines,
,SBA,STA-MALI,STA-MALI,Mali,defunct
,SBO,Stabo Air,STABAIR,Zambia,
,SOB,Stabo Freight,STABO,Zambia,
,SGF,STAC Swiss Government Flights,STAC,Switzerland,
,STC,Stadium City Limited,STADIUM,United Kingdom,
,STL,Stapleford Flight Centre,STAPLEFORD,United Kingdom,
,STU,Star African Air,STARSOM,Somali Republic,
,SIM,Star Air,,Sierra Leone,
,URJ,Star Air,STARAV,Pakistan,
,STQ,Star Air,STERA,Indonesia,
DJ,SRR,Star Air,WHITESTAR,Denmark,
S5,SDG,Star Air (India),HISTAR,India,
,STA,Star Aviation,STAR,United Kingdom,
4R,SEK,Star East Airline,,Romania,
2S,,Star Equatorial Airlines,,Guinea,
7G,SFJ,Star Flyer,STARFLYER,Japan,
,SSD,Star Service International,STAR SERVICE,France,
,SRU,Star Up,STAR-UP,Peru,
,SUU,Star West Aviation,SUNSTAR,United States,
,SWP,Star Work Sky,STAR WORK,Italy,
,GXL,Star XL German Airlines,STARDUST,Germany,
V9,HCW,Star1 Airlines,STAR1,Lithuania,defunct
,BLY,Starair,BLARNEY,Ireland,
,SLF,Starfly,ELISTARFLY,Italy,
Q4,TLK,Starlink Aviation,STARLINK,Canada,
,TRL,Starlite Aviation,STARSTREAM,South Africa,
JX,SJX,Starlux Airlines,STARWALKER,Taiwan,
,STX,Stars Away Aviation,STARSAWAY,South Africa,
,HIP,Starship,STARSA,Mexico,
,SSP,Starspeed,STARSPEED,United Kingdom,
,BEC,State Air Company Berkut,,Kazakhstan,
,UFA,State Flight Academy of Ukraine,FLIGHT ACADEMY,Ukraine,
,NEB,State of Nebraska,NEBRASKA,United States,
,SUM,State Unitary Air Enterprise,SUMES,Russia,
,SWJ,StatesWest Airlines,STATES,United States,
,STB,Status-Alpha Airline,STATUS-ALPHA,Ukraine,
,SBB,Steinman Aviation,SABER EXPRESS,United States,
,SLV,Stella Aviation,AVISTELLA,Mauritania,
,XSN,Stephenville Aviation Services,,Canada,
NB,SNB,Sterling Airlines,STERLING,Denmark,
,SVH,Sterling Helicopters,SILVER,United Kingdom,
,YBE,Stewart Aviation Services,YELLOW BIRD,United States,
,VGS,Stichting Vliegschool 16Hoven,SMART,Netherlands,
RE,STK,Stobart Air,STOBART,Ireland,
,SRZ,Strato Air Services,STRATO,South Africa,
,SLE,Streamline,SLIPSTREAM,South Africa,
,SSW,Streamline Aviation,STREAMLINE,United Kingdom,
,STO,Streamline Ops,SLOPS,Russia,
,FFD,Stuttgarter Flugdienst,FIRST FLIGHT,Germany,
,STY,Styrian Airways,STYRIAN,Austria,
,SUB,Suburban Air Freight,SUB AIR,United States,
,SDU,Sud Airlines,SUD LINES,France,
SD,SUD,Sudan Airways,SUDANAIR,Sudan,
,SDZ,Sudan Pezetel for Aviation,SUDANA,Sudan,
,SNV,Sudanese States Aviation,SUDANESE,Sudan,
,SDB,Sukhoi Design Bureau Company,SU-CRAFT,Russia,
,SMM,Summit Air,SUMMIT,Canada,
,SUR,Sun Air,,Egypt,
PI,SUF,Sun Air (Fiji),SUNFLOWER,Fiji,
